Score,Selection,Asian,Black,Hispanic,Native American,Native Hawaiian,Two or More Races,White,Female,Male
0.5757462474116737,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.99,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
0.2787212265683957,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6610492283010287,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5731037140893885,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.371157875035586,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2397945253149272,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.4656343218105956,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6050669969735369,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7546270375230694,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.9420287983386584,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.6845658118840968,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.7512894492465915,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.9615746336352176,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.436401853482903,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.8527737928122587,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.8913304973150337,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6512138504420879,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7253384901672493,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
0.4899733220943831,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.281707933787495,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.2801960001617015,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.2470393377531305,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.511676302901274,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.6253968604211126,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.7624519053134748,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.563079935428253,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.1893665960099236,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6962675014020626,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7884004760962346,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9001136878455454,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.8813664984524148,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8594978438923542,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3634798944721613,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.7951832895146385,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5013191212768575,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.3359955898242778,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.844635154312122,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6036623576468779,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5953307981121216,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5345089100406614,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.361769894257084,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6591204599891832,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.6352297933285825,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.5993450538715547,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1695873016301087,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.882448098359154,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3611836385334683,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.6098100179182396,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.710604949373358,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5623677339865572,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.562491843330705,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4140645617218892,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6204509678105038,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.3712759593292376,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6460013309631432,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7869168206164971,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.6990778853573116,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5488865966590724,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.693427107130858,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7785484955157161,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.6930492412285473,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.532165210373661,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.6605255839172612,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.7833117213167833,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.5558664349072434,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.4800061113331003,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.4477565194842853,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.2960053104108341,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.328481540270376,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7731060999432666,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
0.3775229624565618,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4935791412689908,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4670309655531448,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5702728601305064,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5409900401484719,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6121975446798669,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7845728299838711,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2638959109641913,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6351395543522228,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5510128103861112,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.6299756998837343,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.3508696018725789,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7591661462441206,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.1520683108563524,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.5250114042015932,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.964603222715559,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4029438784523698,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4734176497876114,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5869995466039923,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.8146742121225565,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8486049827167914,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.5754509030836015,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6117930846824134,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5748759595660295,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8623106992012767,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5289967712570822,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6053976954552622,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.7249049361774179,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.2451053188976116,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.8066616127854569,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.6891352405446877,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6112593847616291,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4641382067914418,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.4240627053577428,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8743258151494759,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0.686263640331602,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.4190872069494206,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.985104008783124,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.6074061395469528,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6632524151902213,1,,,,,,,,0.0,1.0
0.7729986637234872,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.6561276649992136,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4905140068029583,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
0.1756757384675496,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.7400736868934412,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.2243680443170725,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6547015040587675,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5259175779139698,0,,,,,,,,1.0,0.0
0.1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5179046634721668,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.99,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.4187627153962008,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.7095109565940663,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.4396450775383619,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4377490552410827,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.7565228449186102,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.560319834932623,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.9767621977168244,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3932551778484816,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.8162045406228502,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.6308117231848192,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5685900866632088,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.8013880235281345,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.7537923900502232,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.2812736052995722,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.266775252517163,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5598490333416473,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8217678442923451,1,,,,,,,,0.0,1.0
0.4738749191776518,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.2409240831692832,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6050168737578308,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.8765453035796016,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.99,1,,,,,,,,0.0,1.0
0.929696171806385,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.4473682372729818,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6080916418101636,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.7464707688565677,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.4306435376051834,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.4669182821588206,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.1291375900892964,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6046878763436042,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.2511162880784574,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.201202094298284,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
0.7140951342524672,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.99,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3455730617139628,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.9203373236910876,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.681114144669381,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5433207713919481,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5899166677693916,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.8629093203317614,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.9693635355966024,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.313297227755166,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
0.5444802722801242,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.3848500350881831,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3232321116180439,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6862826572769226,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6421967478573317,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.2691019742274865,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5982004975070806,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.2178424636810436,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6004279147232352,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5365830029476913,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.2028240876639316,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.1518420323471598,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.7814358653589057,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2820271522781931,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.610301598913764,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6392337775427747,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.8840149977724769,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6313130990777536,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.99,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.8017821562038852,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.7421621279784288,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.523677496380938,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6720957874377664,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4826899595169506,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.2653035428548478,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3949623586845336,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.3389802742473869,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.5277140353494097,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.8783312807147524,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
0.7930701257746214,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2679657914673882,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6591848671345772,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.725382490245769,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.4161784558383021,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.5486850905449234,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.8585080362944781,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1135507030305708,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6407326408238231,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6150778494528465,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5465292959201192,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6337784650921386,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.7174038962637038,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8105938890434374,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7198097408204783,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.8841673317063841,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7450754334429486,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5495651769878732,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5651359518893885,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.99,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4527752727007179,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.6298764108447774,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2352891903369083,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.2951879487266619,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4631591188319903,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.5383493464219637,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3741992733932494,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8016458058640414,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5453617427445933,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.9710775327830852,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5896472324632749,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.7108686159920496,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.6263214996529182,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.99,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5577104399356247,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.6870361269971251,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6128076230053935,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.2067498850674929,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.535891331219325,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.778921329638437,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.1972348602759822,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6459769828783282,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6086628716618439,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8392932321019066,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.4651710040751937,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7560470781763868,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.2383085260211479,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.4805236578238039,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6978924707778873,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
0.2750122364340411,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.7137265309318399,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.4888251792761391,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.5486889387452842,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5306251020295989,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.6082348323188144,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2065409564743169,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6198217854967772,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.99,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2973680310228302,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2891975760757804,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
0.5902276009058547,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.4029626965188549,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.8526627579700674,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.99,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
